fips,name,type,category,year,actualization,bf_per_capita,velocity,newness,index
02,Alaska,Total,Total,2016,,,,,
02,Alaska,Total,Total,2017,,,,,
02,Alaska,Total,Total,2018,0.10510901399284087,0.1318118070188087,,,
02,Alaska,Total,Total,2019,0.12171575216913112,0.1361502026532886,,0.06983359408334519,
02,Alaska,Total,Total,2020,0.11983937758815409,0.1306147234934173,,,
02,Alaska,Total,Total,2021,0.12784371909000988,,,,
04,Arizona,Total,Total,2005,0.20177155036863623,0.1977881093193325,1.6244211620053683,,0.9500744943199713
04,Arizona,Total,Total,2006,0.17275269802645093,0.18133594818897086,1.6659023140949416,0.1250858307892207,0.8979527588099137
04,Arizona,Total,Total,2007,0.14413390663390663,0.1521803737904084,1.6391274238227147,0.1083189264839055,0.8635740088292223
04,Arizona,Total,Total,2008,0.11137029053119268,0.11023249933682167,1.6935403726708074,0.09093080990121635,0.7995218823744261
04,Arizona,Total,Total,2009,0.10714224850457574,0.09911473062139119,1.8654747892476538,0.0721489186969614,0.7487459544233342
04,Arizona,Total,Total,2010,0.10873470784498246,0.09918572499692532,1.8046766325727772,0.07142372728094765,0.7670622841302177
04,Arizona,Total,Total,2011,0.1055602257715864,0.0950616309288184,1.8525776044206077,0.07240485515603412,0.7497801569623331
04,Arizona,Total,Total,2012,0.10678897106340203,0.09075545333638038,1.8445789208270298,0.06911087818438683,0.7537196079621274
04,Arizona,Total,Total,2013,0.10883320225924073,0.09180184912353281,1.9557743471834454,0.06749901135529066,0.7269135993835493
04,Arizona,Total,Total,2014,0.10981509352827348,0.09106424821181108,2.038932941752325,0.06800903358526005,0.7051134174916146
04,Arizona,Total,Total,2015,0.10994265518615409,0.09291802422252535,2.1334714780964386,0.06877776185699958,0.677936032631858
04,Arizona,Total,Total,2016,0.1052827020568956,0.0939480241668722,2.137281091857077,0.06836904581720686,0.6705866167500344
04,Arizona,Total,Total,2017,0.10025239185302577,0.09699023624050399,2.1932596604215457,0.0706452950999266,0.6473658251343113
04,Arizona,Total,Total,2018,0.09857442064725357,0.10191360073673963,,0.07269815349830423,
04,Arizona,Total,Total,2019,0.09952044619354167,0.10492233727454989,,0.07620523949775229,
04,Arizona,Total,Total,2020,0.0914490504527236,0.11036999617727164,,,
04,Arizona,Total,Total,2021,0.09397025655483507,,,,
05,Arkansas,Total,Total,2005,0.20186915887850468,0.13980094904996124,1.1931018518518517,,1.06670788669006
05,Arkansas,Total,Total,2006,0.182814640829908,0.1323995901849944,1.3452569593147752,0.08195111761019427,0.9984767071161198
05,Arkansas,Total,Total,2007,0.17521669018343075,0.12205781686061819,1.2570319240724763,0.07503643556110765,1.0090516641396354
05,Arkansas,Total,Total,2008,0.15077389327849333,0.09691938297210628,1.2720746590093324,0.06951116729877792,0.9661162533709876
05,Arkansas,Total,Total,2009,0.14205173557373424,0.08871726910985511,1.4149455252918288,0.05867593128739625,0.91729177110945
05,Arkansas,Total,Total,2010,0.14307922935983566,0.08819410506084265,1.4828870779976717,0.05479333289984178,0.9020577835979071
05,Arkansas,Total,Total,2011,0.14118036039014714,0.08712309146190303,1.4994028103044497,0.0573540992212792,0.894939052687328
05,Arkansas,Total,Total,2012,0.1405644714997233,0.08603858051246475,1.4321299212598426,0.05505049398672479,0.9106884241240116
05,Arkansas,Total,Total,2013,0.14209631728045327,0.08474690815705886,1.480757575757576,0.05592054668102217,0.9010482570117485
05,Arkansas,Total,Total,2014,0.13888280394304492,0.08546225102716459,1.7217981072555204,0.05512365934767767,0.8338752922300277
05,Arkansas,Total,Total,2015,0.136495744239153,0.08831288145792142,1.6869733840304182,0.05630541220060871,0.8395740330479441
05,Arkansas,Total,Total,2016,0.12431019459773453,0.0858886430999111,1.7584112149532711,0.05935543197442746,0.8025721066283544
05,Arkansas,Total,Total,2017,0.11511717744012362,0.08935993696159555,1.7796196868008947,0.05470593375862973,0.7832246141529279
05,Arkansas,Total,Total,2018,0.11266243811881188,0.09678599397355181,,0.060000435891288714,
05,Arkansas,Total,Total,2019,0.1098105230191043,0.09294838233364393,,0.0628629847954234,
05,Arkansas,Total,Total,2020,0.09630242825607065,0.10364551057540582,,,
05,Arkansas,Total,Total,2021,0.09849508006945784,,,,
06,California,Total,Total,2005,0.237639216086706,0.18188038314117,1.4599215824688478,,1.0464129048830402
06,California,Total,Total,2006,0.20995013788684921,0.16739030529852947,1.5147067798858964,0.10356351536191077,0.9925312516619954
06,California,Total,Total,2007,0.1894478927322569,0.15079870625109948,1.482526296533431,0.09321711273534908,0.9721391663013902
06,California,Total,Total,2008,0.1714298554752016,0.12505075559762222,1.552603006073317,0.08374432181714615,0.9269614009856654
06,California,Total,Total,2009,0.16563958322558572,0.11264506383161664,1.699382250510388,0.07268374533406306,0.8785866617810387
06,California,Total,Total,2010,0.16249951679616528,0.11264083856210086,1.7279073197421317,0.06828294228723981,0.8662146078964804
06,California,Total,Total,2011,0.162002567394095,0.11735365047300535,1.7334127235680326,0.07130244555566487,0.8639788627137144
06,California,Total,Total,2012,0.16456214970869054,0.1174503541613964,1.7429880415516816,0.0709882886423013,0.8648910347560128
06,California,Total,Total,2013,0.16886670443249713,0.1238787900520708,1.8735907335907336,0.07343112209592938,0.8331149810636604
06,California,Total,Total,2014,0.16317023540227035,0.12278424328208959,1.9422601337806755,0.07853239057368268,0.8051314612677004
06,California,Total,Total,2015,0.16361988412771383,0.12895046500922644,1.9882104214406695,0.07643604735321699,0.791779608210667
06,California,Total,Total,2016,0.15695998630167393,0.12638152560475666,1.9946765656565657,0.07684086317779411,0.7812187072373044
06,California,Total,Total,2017,0.1512077118065711,0.12609729482302132,2.035567398750756,0.07500785638228089,0.7613423355772749
06,California,Total,Total,2018,0.1511468227370073,0.14057467732925497,,0.07693927651688368,
06,California,Total,Total,2019,0.14326643673790837,0.13351564653803458,,0.08102654877752279,
06,California,Total,Total,2020,0.12744180340159855,0.14248346083849964,,,
06,California,Total,Total,2021,0.12781241841107,,,,
08,Colorado,Total,Total,2005,0.2038122383539681,0.24700510893182218,1.522013809981645,,0.9818660551085119
08,Colorado,Total,Total,2006,0.18280203319083044,0.2300853122696843,1.562598287450511,0.10195718543287054,0.9407615642057787
08,Colorado,Total,Total,2007,0.16253663301856072,0.2078117050676663,1.5259681458479415,0.0940890919474586,0.9208365081678735
08,Colorado,Total,Total,2008,0.13788500853227906,0.1669008309252249,1.5523428501409142,0.0871171461285244,0.8764509874520543
08,Colorado,Total,Total,2009,0.13411240957150808,0.1599494790530138,1.7224569344901293,0.0723387823400695,0.8266546647177972
08,Colorado,Total,Total,2010,0.12202029356075932,0.1493853506068235,1.786290450928382,0.07402065910602074,0.7918013676404592
08,Colorado,Total,Total,2011,0.12183139777759211,0.14237153366029384,1.808125085722123,0.07004987460903378,0.7857214663583475
08,Colorado,Total,Total,2012,0.12226909994767138,0.143992071866237,1.7266590878694663,0.06724792496371013,0.8078096086289772
08,Colorado,Total,Total,2013,0.12169767078317961,0.14775001494581078,1.9427206165703275,0.06971623592876999,0.7487935091726775
08,Colorado,Total,Total,2014,0.12182306408302489,0.15687554309722376,1.977407363278923,0.07108774330626429,0.739205774533786
08,Colorado,Total,Total,2015,0.1197824402125775,0.15878918795154243,2.106589254766031,0.07655088382277632,0.6989556490193275
08,Colorado,Total,Total,2016,0.1124769840113391,0.15328886854906337,2.1258344129077846,0.07326585729940549,0.6835643866308992
08,Colorado,Total,Total,2017,0.10596469495199752,0.1524265019685899,2.1206231003039515,0.07227721933828449,0.6763701188064524
08,Colorado,Total,Total,2018,0.10532634177831636,0.163407679141818,,0.07297425367240562,
08,Colorado,Total,Total,2019,0.09998156384670338,0.1506754259962603,,0.07476428084077962,
08,Colorado,Total,Total,2020,0.09261536816213037,0.14911189745922623,,,
08,Colorado,Total,Total,2021,0.0905632273636796,,,,
09,Connecticut,Total,Total,2005,0.14964345637583892,0.122071676975702,1.5060943704741883,,0.9063877161640731
09,Connecticut,Total,Total,2006,0.13171746052375072,0.11525362051025456,1.6089220522940306,0.06109014433464896,0.8525331933626278
09,Connecticut,Total,Total,2007,0.11994272584995505,0.10211863565873891,1.5588339811215992,0.056616911092736845,0.846566526477413
09,Connecticut,Total,Total,2008,0.10625044748335362,0.08370988208131874,1.6132378706199462,0.051204156210099945,0.8112474001735079
09,Connecticut,Total,Total,2009,0.10722217967373822,0.07861178328865095,1.6923607142857142,0.04332865486485263,0.7933114620973974
09,Connecticut,Total,Total,2010,0.11004313933247559,0.08124915831124686,1.7660935350756535,0.043697375699096555,0.7790196598627591
09,Connecticut,Total,Total,2011,0.112209457654288,0.081933336919078,1.7482517006802722,0.044513989443691906,0.7869173562707956
09,Connecticut,Total,Total,2012,0.10774746802690914,0.08109505870976232,1.7184631217838764,0.04672012905427415,0.7875906679642154
09,Connecticut,Total,Total,2013,0.10788302848233638,0.07891865036589935,1.871191399365527,0.04444409850867088,0.7483320027450286
09,Connecticut,Total,Total,2014,0.10511709245742093,0.07692256332131876,2.0429439421338156,0.044204414197858456,0.6974445810201679
09,Connecticut,Total,Total,2015,0.10783459045597543,0.07931149261162569,1.9613813708260106,0.04310709418712113,0.7239445832555786
09,Connecticut,Total,Total,2016,0.09396165561727289,0.0732782749478011,2.0588749046529364,0.04356177965051431,0.677290920735352
09,Connecticut,Total,Total,2017,0.09039529349550503,0.07653995735590968,2.0594478976234005,0.0416280640045224,0.672051716160458
09,Connecticut,Total,Total,2018,0.08692210723813433,0.0830178747424066,,0.044291992033132055,
09,Connecticut,Total,Total,2019,0.08889294514921968,0.08195693642615588,,0.046941430293800365,
09,Connecticut,Total,Total,2020,0.07940022944958779,0.08366586955433868,,,
09,Connecticut,Total,Total,2021,0.0806485709453746,,,,
10,Delaware,Total,Total,2005,0.13200280112044818,0.17842986452109094,1.6981366047745359,,0.8299172870062467
10,Delaware,Total,Total,2006,0.11714334646343552,0.15920527704976795,1.7539473684210527,0.08199847444698703,0.792964082736672
10,Delaware,Total,Total,2007,,,,0.07274431943525259,
10,Delaware,Total,Total,2008,,,,,
10,Delaware,Total,Total,2009,,,,,
10,Delaware,Total,Total,2010,0.08619112940100594,0.12572352163700695,1.9072148541114058,,0.7062688554135275
10,Delaware,Total,Total,2011,,,,0.06591922986616576,
10,Delaware,Total,Total,2012,,,,,
10,Delaware,Total,Total,2013,,,,,
10,Delaware,Total,Total,2014,0.07669298875329027,0.13748180939787902,2.2196645865834634,,0.6079232777351118
10,Delaware,Total,Total,2015,0.07929104477611941,0.14448840480551436,2.1553235294117647,0.07691862818807473,0.6297299493494954
10,Delaware,Total,Total,2016,0.07208984671422067,0.1501705621437401,2.1989263157894734,0.07623723266181366,0.6074115659798051
10,Delaware,Total,Total,2017,0.06292289790113348,0.15258830525604006,2.2908013698630136,0.08119034250421112,0.568649199196677
10,Delaware,Total,Total,2018,0.06106754555441906,0.16696375581447137,,0.08225012445378616,
10,Delaware,Total,Total,2019,0.06357090601055022,0.16954826836892717,,0.08909870313093494,
10,Delaware,Total,Total,2020,0.061856002060793405,0.19466786379127066,,,
10,Delaware,Total,Total,2021,0.06039175441727646,,,,
11,District of Columbia,Total,Total,2005,,,,,
11,District of Columbia,Total,Total,2006,,,,,
11,District of Columbia,Total,Total,2007,,,,,
11,District of Columbia,Total,Total,2008,,,,,
11,District of Columbia,Total,Total,2009,,,,,
11,District of Columbia,Total,Total,2010,,,,,
11,District of Columbia,Total,Total,2011,,,,,
11,District of Columbia,Total,Total,2012,,,,,
11,District of Columbia,Total,Total,2013,,,,,
11,District of Columbia,Total,Total,2014,,,,,
11,District of Columbia,Total,Total,2015,,,,,
11,District of Columbia,Total,Total,2016,,,,,
11,District of Columbia,Total,Total,2017,,,,,
11,District of Columbia,Total,Total,2018,0.07267393126571668,0.12358402216815123,,,
11,District of Columbia,Total,Total,2019,0.0704967182562191,0.12327328837872956,,0.05089133376478202,
11,District of Columbia,Total,Total,2020,0.05692276228781785,0.11714102938205652,,,
11,District of Columbia,Total,Total,2021,0.059204660286512514,,,,
12,Florida,Total,Total,2005,0.15646373504074834,0.24899621892969848,1.8629773105838925,,0.819537431179548
12,Florida,Total,Total,2006,0.13261519058006224,0.21183476184001862,1.8894740671447876,0.1170823934176147,0.7790301356478295
12,Florida,Total,Total,2007,0.1165621896391538,0.17827352826750145,1.8314448007329365,0.09820003701309674,0.7717335283018785
12,Florida,Total,Total,2008,0.10639957761684489,0.14575244483749794,1.9493826840468078,0.08703821744311725,0.7251563645452431
12,Florida,Total,Total,2009,0.1093260903986456,0.14436559235248364,2.059322638146168,0.0768122761085244,0.6986333342774422
12,Florida,Total,Total,2010,0.10752317174536957,0.1455198649950914,2.0734342182030336,0.07891971202412802,0.6921190693709738
12,Florida,Total,Total,2011,0.10327445672273258,0.14656302233578472,2.060865532676813,0.08001745099852071,0.6898222698004963
12,Florida,Total,Total,2012,0.10088154634551617,0.14220257602127329,2.045937249471613,0.07773964110194329,0.6906684782807895
12,Florida,Total,Total,2013,0.10236485648146507,0.14773641625405506,2.1642152652721984,0.07710011826190998,0.6587689400478131
12,Florida,Total,Total,2014,0.10068135055823524,0.15040377839042007,2.19726724513384,0.0790915207330593,0.6467388417434559
12,Florida,Total,Total,2015,0.09601400191218284,0.15255547492058258,2.2131388258190077,0.08174028915983743,0.63585160146004
12,Florida,Total,Total,2016,0.08955180374507381,0.14903841792435116,2.251331944534861,0.0791514474009177,0.6159441074372686
12,Florida,Total,Total,2017,0.08590932116826712,0.14804222917108803,2.2637876590945702,0.07873673332088417,0.6074296957720371
12,Florida,Total,Total,2018,0.0849861223911487,0.15811287319804163,,0.0803807589029799,
12,Florida,Total,Total,2019,0.08083088733348386,0.14834896246285165,,0.08105895331522733,
12,Florida,Total,Total,2020,0.07295662554715479,0.1687179570237615,,,
12,Florida,Total,Total,2021,0.07315735807733338,,,,
13,Georgia,Total,Total,2005,0.1640164118475576,0.1800374235849249,1.5739794648413192,,0.9103448351631476
13,Georgia,Total,Total,2006,0.14222876565425233,0.1709296596599341,1.600417891373802,0.10238371130607515,0.870802519088477
13,Georgia,Total,Total,2007,0.11972937054488342,0.14838521717888836,1.5655139109124985,0.09530667464681604,0.8445830839012841
13,Georgia,Total,Total,2008,0.09859015270340923,0.1150676555099332,1.6491396178111,0.08264123535541731,0.7901244970581992
13,Georgia,Total,Total,2009,0.09202131582829326,0.10374347536588778,1.8087355976355073,0.06986267100290985,0.7403080269006789
13,Georgia,Total,Total,2010,0.09232475436280979,0.10371832191930688,1.7968946689169065,0.06712673365887781,0.7437538957993387
13,Georgia,Total,Total,2011,0.08914766962658359,0.10129120011148254,1.830507603988317,0.06847076532930112,0.7303410995858305
13,Georgia,Total,Total,2012,0.08856948277716047,0.09982396482124299,1.8376173613921492,0.06603435813252809,0.727648350596129
13,Georgia,Total,Total,2013,0.09229457134381489,0.09983475522986814,1.9375632784250705,0.06598794122183993,0.7076039408804038
13,Georgia,Total,Total,2014,0.09140324396010924,0.10405990576598759,2.0450353188239787,0.06738390339911697,0.6774503446428592
13,Georgia,Total,Total,2015,0.08686286828599636,0.1045935593121426,2.0834839376291567,0.07004832501688425,0.6603912139682789
13,Georgia,Total,Total,2016,0.07992263864931264,0.10389355739577884,2.070484910772681,0.06840690435766836,0.6539332590212474
13,Georgia,Total,Total,2017,0.07529867880171028,0.10522240889577947,2.1567710425415374,0.06780821483589981,0.6236889027460447
13,Georgia,Total,Total,2018,0.07545179882001873,0.11570591214209014,,0.07044853065386998,
13,Georgia,Total,Total,2019,0.07171180975646466,0.11667614636809705,,0.07547881350693028,
13,Georgia,Total,Total,2020,0.05929050226241036,0.1514656792795007,,,
13,Georgia,Total,Total,2021,0.06125018379650052,,,,
15,Hawaii,Total,Total,2005,,,,,
15,Hawaii,Total,Total,2006,,,,,
15,Hawaii,Total,Total,2007,,,,,
15,Hawaii,Total,Total,2008,,,,,
15,Hawaii,Total,Total,2009,,,,,
15,Hawaii,Total,Total,2010,,,,,
15,Hawaii,Total,Total,2011,0.09535770769373896,0.07431149493703099,2.044478048780488,0.04395315173049085,0.683256411909289
15,Hawaii,Total,Total,2012,,,,0.044279791832054334,
15,Hawaii,Total,Total,2013,0.09534226597393128,0.07427695362235069,2.13585086042065,,0.6575233815216435
15,Hawaii,Total,Total,2014,,,,,
15,Hawaii,Total,Total,2015,0.09155405405405405,0.07622787352361235,2.252546125461255,,0.6182075101774281
15,Hawaii,Total,Total,2016,,,,,
15,Hawaii,Total,Total,2017,,,,,
15,Hawaii,Total,Total,2018,0.07774469186949767,0.08454215950662856,,,
15,Hawaii,Total,Total,2019,0.07709766162310866,0.07917382362247435,,0.05123233367804205,
15,Hawaii,Total,Total,2020,0.07086815079415705,0.07896199447621403,,,
15,Hawaii,Total,Total,2021,0.07247959236728539,,,,
16,Idaho,Total,Total,2005,0.2674426251068587,0.28475586403135045,1.272318662404721,,1.1410085020053746
16,Idaho,Total,Total,2006,0.23076923076923078,0.26922335802008485,1.2514036418816388,0.12267471091000502,1.094700579948052
16,Idaho,Total,Total,2007,0.1900374487309041,0.212410429837121,1.2352768220206445,0.10614095107765995,1.0376978373933867
16,Idaho,Total,Total,2008,0.15677268988209486,0.1490562594504406,1.3982203760384784,0.08645382447782006,0.944754685480629
16,Idaho,Total,Total,2009,0.1475295755045233,0.12274524764239704,1.5160220125786164,0.06662569145666872,0.9005978739813233
16,Idaho,Total,Total,2010,0.14486126181987288,0.118988047717454,1.585880149812734,0.05843523088045768,0.8785632180882607
16,Idaho,Total,Total,2011,0.1447664814536717,0.12172408785852731,1.6767375518672198,0.061566261172598495,0.8545653585886243
16,Idaho,Total,Total,2012,0.13916099603679055,0.11665341961883606,1.5481676518001073,0.06020142218218089,0.8794879447347264
16,Idaho,Total,Total,2013,0.15493905630748522,0.1285993224950751,1.633199806949807,0.06202887440909672,0.8811699373072992
16,Idaho,Total,Total,2014,0.15412710007304603,0.12935960252882697,1.6844691943127963,0.06509171588387863,0.8661837897633122
16,Idaho,Total,Total,2015,0.15498056039683603,0.14003133746280416,1.7842863321799305,0.06674246381710353,0.8398807396591251
16,Idaho,Total,Total,2016,0.14593232953569588,0.1515115491149443,1.8972734405649272,0.07092582566323768,0.7952859725101459
16,Idaho,Total,Total,2017,0.15252632165338978,0.15939780464163145,1.8492403214024837,0.07516726863639055,0.8180924411085617
16,Idaho,Total,Total,2018,0.14299512666286165,0.18605729902155682,,0.08190160372773791,
16,Idaho,Total,Total,2019,0.14507843953908095,0.17542730678514773,,0.0915701291160939,
16,Idaho,Total,Total,2020,0.14152009766243162,0.17132726079457533,,,
16,Idaho,Total,Total,2021,0.13840258735850383,,,,
17,Illinois,Total,Total,2005,0.18841304053561575,0.14349832825835376,1.6857247858524453,,0.9141825058995665
17,Illinois,Total,Total,2006,0.17295891413012557,0.13464141560136839,1.701081414473684,0.07882616652219215,0.8884130498594298
17,Illinois,Total,Total,2007,0.15818668897453517,0.12511159144244277,1.6514020397884663,0.07203911468110184,0.8810296373601233
17,Illinois,Total,Total,2008,0.13406994289206792,0.11013538988430095,1.6843756677826056,0.06971965748652963,0.8366239785937954
17,Illinois,Total,Total,2009,0.13667355371900827,0.10338539904341545,1.8784474678760394,0.06045079654566877,0.7878130375954941
17,Illinois,Total,Total,2010,0.13506632047179115,0.10452082757194169,1.8576283436405632,0.061251463486023706,0.7913644449439986
17,Illinois,Total,Total,2011,0.13295887622962269,0.10357138249726791,1.8714264275530876,0.060649796337278294,0.7845487116952089
17,Illinois,Total,Total,2012,0.13772138788192645,0.10321746305650063,1.8314762728434986,0.060374157416106466,0.8023791730391492
17,Illinois,Total,Total,2013,0.13712172508984843,0.10207730376330473,1.9783506799361847,0.06146600156083847,0.7598584479908865
17,Illinois,Total,Total,2014,0.13432958455297078,0.10150962090630963,2.0430224023243366,0.059318167300865976,0.7370882251267257
17,Illinois,Total,Total,2015,0.13231657048639736,0.1023492421171214,2.0357039738621685,0.06129738501357581,0.7365898093522889
17,Illinois,Total,Total,2016,0.12594076292278555,0.09906769043113439,2.0603550901503818,0.05816281088764636,0.7208231700671266
17,Illinois,Total,Total,2017,0.11895424836601307,0.0975598075191246,2.1307090719499477,0.05653700702323069,0.6906615763125787
17,Illinois,Total,Total,2018,0.11535832678309012,0.10612217757803913,,0.05711298673792647,
17,Illinois,Total,Total,2019,0.10901609502925215,0.1016112838083808,,0.05979635719706552,
17,Illinois,Total,Total,2020,0.08812335768531085,0.12122314703520072,,,
17,Illinois,Total,Total,2021,0.0900538719180017,,,,
18,Indiana,Total,Total,2005,0.2022077138886704,0.12282961722774573,1.3393892634854774,,1.0291777021822002
18,Indiana,Total,Total,2006,0.18581664803333672,0.1154805343528929,1.412726651169151,0.07283066633919631,0.9854157808852944
18,Indiana,Total,Total,2007,0.16505382997153817,0.10453635095246583,1.35685110211426,0.06720447903761219,0.9681061908072942
18,Indiana,Total,Total,2008,0.12351249620087439,0.08222816377646266,1.4936948703388226,0.06206049675259265,0.8682201732388215
18,Indiana,Total,Total,2009,0.09864035176592166,0.07536391186385574,1.632109695973706,0.049306062819576335,0.7943165577735513
18,Indiana,Total,Total,2010,0.10789212988442487,0.07551115241635688,1.6474331769026729,0.04902590881703153,0.8055146248417798
18,Indiana,Total,Total,2011,0.11049062624650978,0.07651313705703405,1.686919374247894,0.05028789617458593,0.7998087463545988
18,Indiana,Total,Total,2012,0.11306266747731315,0.07680067448766027,1.6345249950209124,0.050001521961910364,0.8169276588254167
18,Indiana,Total,Total,2013,0.11348871865322374,0.0742002276549455,1.8383422240459582,0.051020303998530026,0.7653525802281783
18,Indiana,Total,Total,2014,0.11184726081071454,0.07143242795637739,1.8564607218683653,0.04926988560514264,0.7581116228678533
18,Indiana,Total,Total,2015,0.11348245434024215,0.07531298697328953,1.8942354832228252,0.04979372050407952,0.7503793846758581
18,Indiana,Total,Total,2016,0.1095723465543984,0.07453683159529621,1.97,0.050634070877521524,0.7240575168559027
18,Indiana,Total,Total,2017,0.10392590601806868,0.07550226957389204,1.987728267356276,0.049914290640943715,0.7111153574605391
18,Indiana,Total,Total,2018,0.10143186714713341,0.07945638688210899,,0.05200262639527249,
18,Indiana,Total,Total,2019,0.09902891112506,0.0796765524116194,,0.05309331552425475,
18,Indiana,Total,Total,2020,0.08643860280878646,0.0888385159748706,,,
18,Indiana,Total,Total,2021,0.08672731031631177,,,,
19,Iowa,Total,Total,2005,0.22407581887712685,0.1363826188566259,1.1713282216176109,,1.1060827427798317
19,Iowa,Total,Total,2006,0.18805922454196847,0.11838489608548657,1.2872245822713113,0.06785855223650121,1.0214105459123675
19,Iowa,Total,Total,2007,,,,0.05921820303383897,
19,Iowa,Total,Total,2008,0.16077369875373598,0.09450617787315686,1.2345913714486145,,0.9914525247236259
19,Iowa,Total,Total,2009,0.1504435039712447,0.08556251998931705,1.401329479768786,0.0477305126806174,0.9340096180459776
19,Iowa,Total,Total,2010,0.14699183378701183,0.08673291278032087,1.4591421012849584,0.04718838112464755,0.9141454838660977
19,Iowa,Total,Total,2011,0.13895808512942706,0.0836829362470388,1.4652338269680436,0.04619069750813343,0.8999566833912089
19,Iowa,Total,Total,2012,0.1389778960517026,0.08318731937884201,1.47989449003517,0.04608590355438422,0.8963490918190867
19,Iowa,Total,Total,2013,0.13809550219067163,0.08050444277831502,1.6463092369477914,0.04481878325902488,0.8526260639415847
19,Iowa,Total,Total,2014,0.13596886983983758,0.07754032193223664,1.6513313977602655,0.04603640422735538,0.8481077846234771
19,Iowa,Total,Total,2015,0.1392747322659315,0.08417281861991183,1.7783212790255043,0.043380059513139495,0.8191949271742807
19,Iowa,Total,Total,2016,0.1310200418785522,0.08392490062659455,1.8558828006088282,0.0468334315353438,0.7860999772532028
19,Iowa,Total,Total,2017,0.12368143459915612,0.08957361811844472,1.724502487562189,0.04626200826490635,0.8105057793765221
19,Iowa,Total,Total,2018,0.1222598685553333,0.09512109757360214,,0.05298401420959147,
19,Iowa,Total,Total,2019,0.1210760297586645,0.08459400266872051,,0.05153166026614272,
19,Iowa,Total,Total,2020,0.11353693596100163,0.08613710941562373,,,
19,Iowa,Total,Total,2021,0.1171417020416414,,,,
20,Kansas,Total,Total,2005,0.22025875670558537,0.1525516892695477,1.1936055396370582,,1.0945191348042924
20,Kansas,Total,Total,2006,0.19025309364974283,0.13521872243642713,1.2578800856531047,0.07404608991310918,1.0322838701195063
20,Kansas,Total,Total,2007,0.1815608784527491,0.12443489709154981,1.3059382217090068,0.06480932622011461,1.0066291293130931
20,Kansas,Total,Total,2008,0.16190215905985242,0.10548147557259846,1.2703241053342336,0.06163736742699404,0.9845760613223073
20,Kansas,Total,Total,2009,,,,0.053366325663847546,
20,Kansas,Total,Total,2010,0.14324750394114555,0.09537504504599065,1.4942809977989728,,0.8994594968922569
20,Kansas,Total,Total,2011,0.14071598561952503,0.09685542263154685,1.5649190356243252,0.05121626757886735,0.8776234414491834
20,Kansas,Total,Total,2012,0.13478061924856374,0.09188089657177853,1.5701584307808374,0.053119232891307246,0.867120710210389
20,Kansas,Total,Total,2013,0.13959338741143854,0.09397859541575246,1.5984295696947408,0.05030169523991955,0.8673051302403497
20,Kansas,Total,Total,2014,0.14179540266496787,0.09208836483679397,1.7056907525271432,0.05247479376718607,0.8424640537931394
20,Kansas,Total,Total,2015,0.13835367946266608,0.09700891471362603,1.6881856839121192,0.05126687415271228,0.8420239236798568
